type	index	image	question	A	B	C	D	answer
fs	1096	data/figure/fs/2024-08-21--通用设备-创世纪-2024年中报业绩点评：拐点已至，Q2业绩同比转正_page2_公司财务预测表.jpg	根据资产负债表，2023A 年的流动资产占总资产的比例是多少？	50%	48%	52%	55%	B
fs	1097	data/figure/fs/2024-08-20--酿酒行业-燕京啤酒-2024年半年报点评：H1量价齐升，扣非利润高增_page1_公司财务报表数据预测汇总.jpg	2024E 年的 EBIT 比 2023A 年增加了多少？	546 百万元	597 百万元	648 百万元	699 百万元	A
fs	1098	data/figure/fs/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page70_no_caption.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	17695 百万元	18679 百万元	19663 百万元	20647 百万元	B
fs	1099	data/figure/fs/2024-08-18--电网设备-东方电缆-2024年半年报点评：业绩表现亮眼，静待海风需求回暖_page4_no_caption.jpg	2025E 年股东权益合计相较 2024E 增长了多少？	19.80%	23.60%	27.40%	31.20%	B
fs	1100	data/figure/fs/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page15_图表20江苏银行盈利预测表.jpg	根据预测，江苏银行2025E的净息差与2023A相比下降了多少百分点？	0.29%	0.31%	0.33%	0.35%	A
fs	1101	data/figure/fs/2024-08-16--文化传媒-锋尚文化-2024年半年报点评：储备订单充足，C端业务贡献增量_page1_财务预测表.jpg	2025E 年的流动资产合计与流动负债合计相差多少？	134.91 百万元	146.71 百万元	158.51 百万元	170.31 百万元	B
fs	1102	data/figure/fs/2024-08-16--美容护理-润本股份-2024年半年报点评：产品结构变化带动盈利能力提升，持续推进有质量增长_page1_公司财务报表数据预测汇总.jpg	根据预测，2025E 年的 EBITDA 为多少百万元？	505	631	471	391	A
fs	1103	data/figure/fs/2024-08-15--酿酒行业-重庆啤酒-收入端韧性十足，内外兼修赋能业绩稳健发展_page1_.jpg	2026E 年的股东权益合计与少数股东权益相差多少？	7,538 百万元	7,495 百万元	7,436 百万元	7,371 百万元	A
fs	1104	data/figure/fs/2024-08-13--酿酒行业-贵州茅台-2024年中报业绩点评报告：系列酒增速亮眼，直销渠道占比有所下降_page2_利润表百万元.jpg	2025E 年归属于母公司的净利润相较 2024E 增长了多少？	13.80%	15.30%	16.70%	18.20%	B
fs	1105	data/figure/fs/2024-08-12--医疗器械-健帆生物-产品恢复高增长，盈利能力改善_page2_附表财务预测与估值.jpg	2025E 年的营业利润比 2023A 年增加了百分之多少？	146.70%	158.90%	165.20%	172.40%	B
fs	1106	data/figure/fs/2024-08-11--食品饮料-盐津铺子-淡季收入表现亮眼，稳步提升品牌效力_page2_no_caption.jpg	2023年的毛利率是多少？	33.50%	34.10%	34.20%	34.40%	A
fs	1107	data/figure/fs/2024-08-11--煤炭行业-上海能源-主业高成长将落地，绿能转型持续深化_page14_图表22三张报表摘要.jpg	2023 年的营业利润占营业收入的比例是多少？	12.50%	14.60%	13.80%	15.20%	A
fs	1108	data/figure/fs/2024-08-09--食品饮料-中炬高新-2024年中报点评：Q2表现承压，期待改革成效_page1_公司财务报表数据预测汇总.jpg	2026E 年的 EBITDA 与 2023A 年相比，增长了多少百分比？	54.80%	67.90%	72.30%	81.20%	B
fs	1109	data/figure/fs/2024-08-08--游戏-恺英网络-公司信息更新报告：多款重磅IP手游定档及开启预约，开启新一轮成长_page1_附财务预测摘要.jpg	2024E 年和 2025E 年的流动资产合计相差多少？	2673 百万元	2832 百万元	2957 百万元	3022 百万元	A
fs	1110	data/figure/fs/2024-08-08--食品饮料-安琪酵母-海外延续高增，盈利逐步修复_page1_no_caption.jpg	2024E 年的主营业务收入增长率是多少？	13.70%	12.40%	15.60%	10.80%	A
fs	1111	data/figure/fs/2024-08-06--造纸印刷-华旺科技-出海扬帆空间广阔，多元布局行稳致远_page17_.jpg	2025E 年的流动资产合计与流动负债合计相差多少？	2,354 百万元	2,678 百万元	2,962 百万元	3,247 百万元	A
fs	1112	data/figure/fs/2024-08-06--家用轻工-乐歌股份-中报点评：人体工学稳健增长，海外仓增速超预期_page4_财务报表预测和估值数据汇总.jpg	2026E 年的股东权益合计与少数股东权益相差多少？	4,352 百万元	4,352.5 百万元	4,352.7 百万元	4,353 百万元	A
fs	1113	data/figure/fs/2024-08-05--中药-佐力药业-乌灵胶囊增速亮眼_page2_附表财务预测与估值.jpg	2023 年的营业利润占营业收入的比例是多少？	23.40%	25.60%	27.80%	29.20%	A
fs	1114	data/figure/fs/2024-08-04--农牧饲渔-牧原股份-2024年中报点评：生猪出栏稳健增长，头均出栏实现盈利_page1_公司财务报表数据预测汇总.jpg	根据预测，2025E年与2023A年相比，营业总收入增长了多少百分比？	30.80%	31.40%	32.10%	33.60%	B
fs	1115	data/figure/fs/2024-08-01--电源设备-盛弘股份-充电桩业务发展迅速，受益于全球储能装机景气浪潮_page6_财务预测与估值.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	153	178	196	212	A
fs	1116	data/figure/fs/2024-08-01--工程机械-柳工-电动化小微挖引领工程机械电动化浪潮_page1_柳工三大财务预测表.jpg	2026E 年的总负债占资产总计的比例是多少？	51.40%	50.80%	52.20%	53.60%	B
fs	1117	data/figure/fs/2024-07-29--酿酒行业-水井坊-公司事件点评报告：业绩略超预期，臻酿八号贡献增长_page2_公司盈利预测百万元.jpg	从 2023A 到 2026E，营业收入的年均复合增长率是多少？	8.50%	9.20%	10.00%	11.50%	B
fs	1118	data/figure/fs/2024-07-29--汽车零部件-拓普集团-Q2业绩高增长，平台化战略持续推进_page2_附表财务预测与估值.jpg	2024E 年的营业利润增长率是多少？	35.00%	41.34%	23.05%	23.15%	B
fs	1119	data/figure/fs/2024-07-28--装修建材-三棵树-2024年半年报点评：计提影响当期业绩，产品价格继续承压_page1_公司财务报表数据预测汇总.jpg	2023 年的少数股东权益占股东权益合计的比例是多少？	9.40%	8.70%	10.20%	9.10%	A
fs	1120	data/figure/fs/2024-07-26--汽车零部件-捷众科技-汽车精密注塑件专精特新“小巨人”，新能源智造项目放量可期_page19_捷众科技三大财务预测表.jpg	2025E 年的在建工程占固定资产合计的百分比是多少？	1.96%	2.34%	2.78%	3.21%	A
fs	1121	data/figure/fs/2024-07-25--工程机械-浙江鼎力-穿越周期持续增长，无惧“双反”进击海外_page21_财务预测摘要.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	568.97 百万元	612.34 百万元	587.61 百万元	605.12 百万元	C
fs	1122	data/figure/fs/2024-07-24--汽车零部件-拓普集团-订单释放叠加降本增效，二季度业绩超预期_page1_no_caption.jpg	2023 年的营业利润占营业收入的比例是多少？	12.50%	14.60%	13.80%	15.20%	C
fs	1123	data/figure/fs/2024-07-23--纺织服装-锦泓集团-24H1业绩微增，启动公司回购_page1_财务预测摘要.jpg	2023 年与 2024E 年相比，应收账款的差值是多少？	-207.51 百万元	-208.51 百万元	-209.51 百万元	-210.51 百万元	A
fs	1124	data/figure/fs/2024-07-23--医疗器械-澳华内镜-国产软镜龙头，旗舰机型引领新成长_page54_表未来3年盈利预测表百万元.jpg	2023年的营业利润占营业收入的比例是多少？	7.98%	8.56%	9.45%	10.32%	B
fs	1125	data/figure/fs/2024-07-22--食品饮料-仙乐健康-公司事件点评报告：盈利能力优化，业务开拓顺利_page2_公司盈利预测百万元.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	156	169	178	182	A
fs	1126	data/figure/fs/2024-07-22--半导体-富创精密-24Q2营收或创季度新高，拟收购亦盛精密夯实平台型战略_page3_财务报表预测和估值数据汇总.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	1,065 百万元	1,197 百万元	1,281 百万元	1,391 百万元	B
fs	1127	data/figure/fs/2024-07-21--酿酒行业-酒鬼酒-Q2收入端环比改善，样板建设投入期利润承压_page1_财务预测摘要.jpg	2024E 年流动资产合计与固定资产合计的差值是多少？	3,958.71 百万元	4,061.71 百万元	4,164.71 百万元	4,267.71 百万元	A
fs	1128	data/figure/fs/2024-07-19--食品饮料-康比特-康比特首次覆盖报告：产品不断创新发展，深耕运动营养行业蓝海_page14_公司财务预测表.jpg	2023年至2026年期间，哪一年的营业利润增长率最高？	2023A	2024E	2025E	2026E	A
fs	1129	data/figure/fs/2024-07-18--农牧饲渔-佩蒂股份-代工恢复+品牌快增，盈利改善持续兑现_page1_.jpg	2023年至2026年期间，净利润在哪一年达到最大值？	2023年	2024年	2025年	2026年	D
fs	1130	data/figure/fs/2024-07-18--银行-瑞丰银行-浙江农信小微和数字化转型标杆_page24_附表财务预测与估值.jpg	2024E 年和 2026E 年的总资产相比，差值是多少？	73,545 百万元	81,545 百万元	93,545 百万元	101,545 百万元	A
fs	1131	data/figure/fs/2024-07-15--通信设备-中际旭创-光模块需求强劲，业绩持续高增_page1_no_caption.jpg	2023 年到 2025 年，负债合计的年均增长率是多少？	15.20%	18.40%	20.60%	22.80%	C
fs	1132	data/figure/fs/2024-07-15--汽车零部件-文灿股份-Q2短期承压，看好下半年业绩修复_page1_盈利预测表.jpg	2023年的营业利润占营业收入的比例是多少？	18.60%	15.70%	14.90%	16.80%	A
fs	1133	data/figure/fs/2024-07-15--化学制药-亿帆医药-Q2业绩符合预期，医药产品持续放量_page2_.jpg	2024E 年与 2022 年相比，存货增长了多少？	174 百万	194 百万	203 百万	214 百万	B
fs	1134	data/figure/fs/2024-07-14--家电行业-石头科技-石头科技2024H1业绩预告点评：剔除退税影响，业绩总体符合预期_page2_财务报表与盈利预测.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	1567 百万元	1837 百万元	1967 百万元	2037 百万元	B
fs	1135	data/figure/fs/2024-07-11--汽车整车-长城汽车-系列点评十二：业绩超预期，坦克+出海持续发力_page1_公司财务报表数据预测汇总.jpg	2025E 年的营业总收入与营业总成本的差额是多少？	46,963 百万元	54,963 百万元	64,963 百万元	74,963 百万元	A
fs	1136	data/figure/fs/2024-07-09--医疗器械-微电生理-电生理领域国产龙头，高端产品迎来放量期_page26_no_caption.jpg	2024E 年和 2025E 年的流动资产合计相差多少？	167 百万元	173 百万元	187 百万元	193 百万元	A
fs	1137	data/figure/fs/2024-07-09--船舶制造-中国船舶-民船量价齐升，上半年利润高增_page1_no_caption.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	5,387 百万元	6,957 百万元	7,587 百万元	8,187 百万元	B
fs	1138	data/figure/fs/2024-07-08--半导体-澜起科技-2024年中报预告点评：收入利润高增，AI运力芯片快速放量_page1_公司财务报表数据预测汇总.jpg	2025E 年的营业总收入相较于 2024E 增长了多少百分比？	28.30%	30.60%	32.90%	35.20%	A
fs	1139	data/figure/fs/2024-07-08--教育-行动教育-Q2业绩延续高增_page1_财务预测摘要.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	135.78 百万元	149.78 百万元	155.78 百万元	165.78 百万元	B
fs	1140	data/figure/fs/2024-07-07--计算机设备-纳睿雷达-公告点评：发布Ku波段双极化有源相控阵雷达，看好低空经济领域拓展加速_page2_附表纳睿雷达盈利预测表.jpg	根据预测，2025E 年的营业利润与 2023A 年相比增长了多少倍？	6.78 倍	7.49 倍	8.21 倍	9.03 倍	B
fs	1141	data/figure/fs/2024-07-05--生物制品-锦波生物-24H1预告同增165-183%，大超市场预期_page1_财务预测摘要.jpg	根据资产负债表，2023年与2025E年相比，流动资产合计的变化幅度是多少？	增加27.8%	减少15.6%	增加42.9%	减少23.4%	C
fs	1142	data/figure/fs/2024-07-04--专用设备-雷赛智能-2024年半年报预告点评：业绩超市场预期，报表加速修复体现变革成效_page1_雷赛智能三大财务预测表.jpg	根据资产负债表，2023年至2026年期间，流动资产中增长幅度最大的一项是？	货币资金及交易性金融资产	经营性应收款项	存货	其他流动资产	B
fs	1143	data/figure/fs/2024-07-03--专用设备-耐普矿机-公司事件点评报告：海外战略成效显著，营收利润双增长_page2_公司盈利预测百万元.jpg	2025E 年的无形资产比 2023 年增加了百分之多少？	-14.90%	-16.20%	-17.60%	-18.90%	B
fs	1144	data/figure/fs/2024-07-03--消费电子-立讯精密-果链龙头，AI助力再腾飞_page27_no_caption.jpg	2024E 年的主营业务收入增长率是多少？	8.40%	13.50%	16.50%	10.60%	B
fs	1145	data/figure/fs/2024-07-02--物流行业-京沪高铁-客运业务挖掘潜力，路网服务贡献成长_page19_财务预测摘要.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	-3,579.81 百万元	-3,579.81 百万元	-3,579.81 百万元	-3,579.81 百万元	A
fs	1146	data/figure/fs/2024-06-30--塑料制品-英科再生-动态报告：落实“全产业链、全球化”布局的再生“艺术家”_page12_公司财务报表数据预测汇总.jpg	根据资产负债表，2023A至2026E期间，固定资产的增长幅度最大的一年是哪一年？	2023A至2024E	2024E至2025E	2025E至2026E	2023A至2025E	C
fs	1147	data/figure/fs/2024-06-30--电网设备-思源电气-公司动态研究报告：输配电一次设备民企龙头，海外订单高速增长_page2_公司盈利预测百万元.jpg	2025E 年的在建工程占固定资产合计的百分比是多少？	3.70%	4.60%	5.80%	6.90%	A
fs	1148	data/figure/fs/2024-06-28--汽车整车-中国重汽-内需底部+海外增量，重卡龙头迎中期景气上行_page19_no_caption.jpg	2026E 年的总资产中，无形资产的占比是多少？	8.70%	9.70%	10.50%	11.30%	B
fs	1149	data/figure/fs/2024-06-27--电子化学品-鼎龙股份-市占率持续提升，公司规模效应促进盈利能力高增_page2_no_caption.jpg	2025E 年的无形资产比 2023 年增加了百分之多少？	28.60%	34.30%	40.70%	45.90%	B
fs	1150	data/figure/fs/2024-06-27--软件开发-福昕软件-PDF行业全球领军者，订阅与渠道双转型进入收获期_page24_财务预测摘要.jpg	2022 年至 2026 年，无形资产的最低值是多少？	51.86 百万元	55.52 百万元	64.28 百万元	72.04 百万元	A
fs	1151	data/figure/fs/2024-06-26--软件开发-华大九天-EDA全流程工具版图持续完善_page3_no_caption.jpg	2023 年的毛利率是多少？	93.80%	94.60%	95.30%	95.90%	A
fs	1152	data/figure/fs/2024-06-25--食品饮料-仲景食品-公司深度分析：复调行业持续增长，单品市场潜力较大_page13_财务报表预测和估值数据汇总.jpg	2024E 年和 2025E 年的流动资产合计相差多少？	174 百万元	184 百万元	194 百万元	204 百万元	A
fs	1153	data/figure/fs/2024-06-19--化学原料-龙佰集团-回购股份彰显信心，投资建设钪钒新材料_page4_财务预测与估值.jpg	2022 年至 2026E 年，哪一年的营业收入增长率最高？	2023	2024E	2025E	2026E	B
fs	1154	data/figure/fs/2024-06-21--工程建设-中国化学-工程合同金额稳步增长，实业新材料投产在即_page3_no_caption.jpg	2023 年的少数股东权益占股东权益合计的比例是多少？	11.50%	12.60%	13.70%	14.80%	A
fs	1155	data/figure/fs/2024-06-20--有色金属-图南股份-聚焦高温合金主业夯实基础，业绩稳定持续高速增长_page1_财务预测摘要.jpg	2023 年与 2025E 年相比，营业收入的增长率是多少？	24.60%	30.70%	35.80%	40.90%	B
fs	1156	data/figure/fs/2024-06-17--有色金属-楚江新材-铜基龙头发力高端，军工新材料稳步增长_page2_财务报表和主要财务比率.jpg	根据财务报表，2023年到2026年的营业收入复合年增长率是多少？	14.10%	19.30%	7.50%	8.60%	A
fs	1157	data/figure/fs/2024-06-13--医疗器械-麦澜德-女性康复器械领跑者，健康与美战略初现_page10_图表16麦澜德合并现金流量表百万元.jpg	2024E 年的经营现金流相较于 2023 年增长了多少百分比？	1.50%	5.60%	7.80%	10.20%	B
fs	1158	data/figure/fs/2024-06-12--光学光电子-莱特光电-业绩超预期，盈利能力持续提速_page1_no_caption.jpg	2026E 年的总资产中，无形资产的占比是多少？	3.40%	5.80%	7.60%	9.20%	A
fs	1159	data/figure/fs/2024-06-11--公用事业-联美控股-供热龙头双轮驱动，清洁供热助力成长_page28_一公司财务预测表.jpg	2024E 年的营业利润与 2023A 年相比，增长了多少百分比？	5.67%	6.86%	9.14%	10.92%	B
fs	1160	data/figure/fs/2024-06-10--酿酒行业-洋河股份-公司事件点评报告：聚焦七个方面，深度全国化四步走_page2_公司盈利预测百万元.jpg	2026E 年资产总计与 2023 年资产总计相比，净增长了多少？	22,215	24,215	26,215	28,215	A
fs	1161	data/figure/fs/2024-06-10--互联网服务-宝信软件-公司信息更新报告：钢铁节能降碳迫在眉睫，国产智造需求有望提升_page1_附财务预测摘要.jpg	2026E 年的股东权益合计与少数股东权益相差多少？	15822 百万元	14734 百万元	15922 百万元	14834 百万元	B
fs	1162	data/figure/fs/2024-05-13--美容护理-稳健医疗-长期发展韧性凸显_page2_财务预测摘要.jpg	2025E 年的在建工程占固定资产合计的百分比是多少？	34.60%	37.80%	39.20%	41.50%	C
fs	1163	data/figure/fs/2024-06-07--汽车零部件-中原内配-与GKN合作固态储氢领域，氢能布局再下一城_page2_附表公司盈利预测表.jpg	2024E 年与 2022 年相比，存货增长了多少？	63.80%	57.90%	61.20%	59.50%	B
fs	1164	data/figure/fs/2024-06-06--食品饮料-三全食品-2023年年报及2024年一季报点评：短期业绩承压，餐饮渠道表现亮眼_page3_财务报表预测和估值数据汇总.jpg	2024E 年和 2025E 年的流动资产合计相差多少？	368 百万元	479 百万元	521 百万元	612 百万元	C
fs	1165	data/figure/fs/2024-06-05--汽车整车-长城汽车-坦克热销助力品牌向上，出口延续高增长_page1_no_caption.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	15678 百万元	16942 百万元	17544 百万元	18241 百万元	C
fs	1166	data/figure/fs/2024-06-04--通用设备-联德股份-深耕精密铸造，出海驱动高增长_page22_财务报表和主要财务比率.jpg	2026E 年的总资产周转率是多少？	0.46	0.53	0.59	0.64	D
fs	1167	data/figure/fs/2024-06-03--光学光电子-路维光电-拟收购成都路维部分股权，进一步提升整体管理效率_page1_no_caption.jpg	2023 年与 2024E 年相比，应收账款的差值是多少？	-0.21 亿元	0.21 亿元	-0.22 亿元	0.22 亿元	B
fs	1168	data/figure/fs/2024-06-03--船舶制造-中国船舶-船舶周期持续向上，中国船舶再创辉煌_page17_.jpg	2024E 年和 2023 年，资产总计的增长百分比是多少？	15.60%	18.70%	22.30%	25.90%	B
fs	1169	data/figure/fs/2024-05-31--医疗器械-美好医疗-呼吸机组件龙头，精密器械新星_page21_.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	153	179	187	205	C
fs	1170	data/figure/fs/2024-05-30--酿酒行业-山西汾酒-清香龙头加速复兴，灵活布局彰显强α_page25_财务预测摘要.jpg	2023 年与 2025 年相比，存货的差值是多少？	4,604.87 百万元	5,944.87 百万元	6,944.87 百万元	7,944.87 百万元	B
fs	1171	data/figure/fs/2024-05-29--汽车零部件-凌云股份-Q1业绩超预期，机器人引领长期成长_page8_no_caption.jpg	2026E 年的股东权益合计与少数股东权益相差多少？	15439 百万元	15438 百万元	15437 百万元	15436 百万元	A
fs	1172	data/figure/fs/2024-05-28--化纤行业-荣盛石化-公司年报点评：2Q23以来扭亏，推进国内外战略布局_page4_财务报表分析和预测.jpg	根据资产负债表，2023年和2024E年的流动资产合计相差多少？	7568万元	91327万元	107846万元	165176万元	A
fs	1173	data/figure/fs/2024-05-27--纺织服装-华利集团-Deckers增长强劲、VF逐步复苏推动订单增长_page2_财务预测摘要.jpg	2026E 年的总资产是多少？	27,473.78 百万元	25,540.52 百万元	22,086.21 百万元	19,128.73 百万元	A
fs	1174	data/figure/fs/2024-05-26--计算机设备-海康威视-AI赋能传统安防龙头，布局创新业务构筑新增长极_page32_海康威视三大财务预测表.jpg	根据资产负债表，2026E 年资产总计与 2023 年资产总计相比，净增长了多少？	74,554 百万元	74,604 百万元	74,654 百万元	74,704 百万元	A
fs	1175	data/figure/fs/2024-05-26--生物制品-迈威生物-优质ADC平台型公司，多适应症临床数据良好_page2_财务预测摘要.jpg	2023 年与 2025E 年相比，货币资金的差值是多少？	-46.97 百万元	-48.97 百万元	-49.97 百万元	-50.97 百万元	A
fs	1176	data/figure/fs/2024-05-24--食品饮料-天味食品-川调龙头产品长青，内延外拓渠道焕新_page30_天味食品三大财务预测表.jpg	2026E 年的总资产是多少？	7,402 百万元	6,548 百万元	5,795 百万元	5,274 百万元	A
fs	1177	data/figure/fs/2024-05-23--电网设备-金盘科技-2024Q1盈利能力保持稳定，海外营收占比快速提升_page2_表2财务数据.jpg	2025E 年的净利润相较于 2024E 年增长了多少百分比？	37.80%	40.60%	42.90%	45.20%	B
fs	1178	data/figure/fs/2024-05-23--化学制品-江南化工-公司年报点评：2024年一季度公司扣非净利润同比增长30.07%，集团民爆业务资产有望整合_page2_财务报表分析和预测.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	738	759	774	798	B
fs	1179	data/figure/fs/2024-05-22--石油行业-中国石油-非常规天然气业务将迎来快速发展_page21_财务预测与估值.jpg	2023 年至 2026E 年，归属于母公司净利润的最高值出现在哪一年？	2023	2024E	2025E	2026E	D
fs	1180	data/figure/fs/2024-05-22--专用设备-广日股份-受益日立优质资产，股权激励+高分红潜力尽显_page19_财务预测摘要.jpg	2024E 年与 2022 年相比，固定资产增长了多少？	573.64 百万元	689.77 百万元	795.88 百万元	857.23 百万元	B
fs	1181	data/figure/fs/2024-05-21--纺织服装-恒辉安防-功能手套为基，高分子新材料为翼_page2_财务预测摘要.jpg	2026E 年的总资产回报率（ROA）是多少？	15.40%	17.80%	19.20%	21.60%	C
fs	1182	data/figure/fs/2024-05-20--有色金属-兴业银锡-2023年报及2024一季报点评：复产+技改带动23年业绩大幅增长，量价齐升继续提振业绩释放_page1_图表1财务预测摘要.jpg	从 2023 年到 2026 年，归属于母公司所有者权益的增长幅度最大的一年是哪一年？	2024 年	2025 年	2026 年	2023 年	B
fs	1183	data/figure/fs/2024-05-16--物流行业-中创物流-集运业务边际改善，海外物流成长可期_page3_财务预测摘要.jpg	2026E 年的股东权益合计占总资产的百分比是多少？	58.30%	60.40%	62.70%	65.10%	C
fs	1184	data/figure/fs/2024-05-16--医疗器械-新产业-2024年一季度归母净利同比增长20%，海外业务快速增长_page3_财务预测与估值.jpg	2023年与2025E年相比，存货的差值是多少？	-478百万元	-569百万元	-650百万元	-731百万元	B
fs	1185	data/figure/fs/2024-05-15--银行-常熟银行-详解常熟银行2024年一季报：息差环比回升，营收、业绩保持高增速_page6_图表12常熟银行盈利预测表.jpg	根据预测，2026E 年的净利息收入与 2023 年相比增长了多少？	2,353 百万元	2,853 百万元	3,353 百万元	3,853 百万元	A
fs	1186	data/figure/fs/2024-05-14--消费电子-视源股份-事件点评：新业务和海外业务持续拓展，公司稳健增长可期_page1_公司财务报表数据预测汇总.jpg	2023 年的毛利率是多少？	25.67%	26.42%	26.97%	27.48%	A
fs	1187	data/figure/fs/2024-05-13--医药商业-大参林-业绩短期承压，门店快速扩张_page2_财务报表与盈利预测.jpg	根据资产负债表，2023A至2026E期间，哪一年的流动资产增长最快？	2024E	2025E	2026E	2023A	B
fs	1188	data/figure/fs/2024-05-10--酿酒行业-青岛啤酒-产品结构升级延续，成本回落红利释放_page2_财务报表预测和估值数据汇总.jpg	2023 年的固定资产占总资产的比例是多少？	22.50%	24.60%	26.80%	29.10%	B
fs	1189	data/figure/fs/2024-05-09--食品饮料-李子园-Q1收入略有压力，毛销差改善_page1_财务预测摘要.jpg	2024E 年和 2025E 年的流动资产合计相差多少？	168.32 百万元	178.32 百万元	188.32 百万元	198.32 百万元	A
fs	1190	data/figure/fs/2024-05-08--橡胶制品-贵州轮胎-公司季报点评：23年扣非净利润同比+103.56%，24Q1扣非净利润同比+121.90%_page2_财务报表分析和预测.jpg	根据预测，2025E年的营业总收入与2023年相比增长了多少百分比？	27.80%	34.60%	40.20%	45.90%	B
fs	1191	data/figure/fs/2024-05-07--半导体-复旦微电-消费类回暖高可靠稳定增长，Q1重回增长通道_page1_no_caption.jpg	2023年归属于母公司所有者权益的增长率是多少？	15.60%	18.80%	20.00%	21.40%	A
fs	1192	data/figure/fs/2024-05-05--食品饮料-天润乳业-2024年一季报点评：疆外持续扩张，新农并表短期承压_page2_天润乳业三大财务预测表.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	357 百万元	457 百万元	557 百万元	657 百万元	B
fs	1193	data/figure/fs/2024-05-05--医疗器械-联影医疗-国内海外双轮驱动，数智化产品引领高质量发展_page1_no_caption.jpg	根据资产负债表，2024E年和2026E年的流动资产相比，差值是多少？	9,918百万	10,738百万	11,558百万	12,378百万	B
fs	1194	data/figure/fs/2024-05-04--光学光电子-宸展光电-公司事件点评报告：加快推进自有品牌MicroTouch培育新成长点，2024Q1业绩显著改善_page2_公司盈利预测百万元.jpg	2026E 年的总资产中，无形资产的占比是多少？	1.80%	2.50%	3.20%	4.00%	A
fs	1195	data/figure/fs/2024-05-03--电力行业-三峡能源-业绩表现稳健，新能源装机容量增长较大_page5_财务预测与估值.jpg	2026E 年的总资产与总负债的比例是多少？	1.5:1	1.8:1	2.0:1	2.2:1	C
fs	1196	data/figure/fs/2024-05-03--风电设备-日月股份-2023年出货量平稳，着力提升市占份额_page2_no_caption.jpg	2026E 年的总资产中，无形资产的占比是多少？	5.40%	8.70%	9.30%	10.10%	C
fs	1197	data/figure/fs/2024-05-02--能源金属-天齐锂业-2024年一季报点评：受高价库存和SQM税务影响，Q1盈利触底_page1_天齐锂业三大财务预测表.jpg	根据资产负债表，2026E年的总资产为多少？	96,954百万元	85,929百万元	76,535百万元	73,228百万元	A
fs	1198	data/figure/fs/2024-05-02--农牧饲渔-天康生物-2023年年报及2024年一季报点评：多业务延续增长态势，一季度实现扭亏为盈_page1_公司财务报表数据预测汇总.jpg	根据预测，2023年至2026年期间，哪一年的EBITDA增长幅度最大？	2024E	2025E	2026E	2023A	B
fs	1199	data/figure/fs/2024-05-01--装修建材-欧派家居-大家居模式持续落地，直营实践验证增长潜力_page1_表财务报表和主要财务比率.jpg	根据资产负债表，2023年与2024E年的流动资产差值是多少？	-578.91	-678.91	-778.91	-878.91	A
fs	1200	data/figure/fs/2024-05-01--房地产开发-万科A-2024年一季报点评：营收下降销售承压，经营业务稳步提升_page2_一公司财务预测表.jpg	2023A 年至 2026E 年期间，哪一年的营业总收入最高？	2023A	2024E	2025E	2026E	D
fs	1201	data/figure/fs/2024-04-30--文化传媒-万达电影-公司2023年报暨2024一季报点评：票房收入复苏明显，影剧游内容储备丰富_page1_一公司财务预测表.jpg	2023年至2026年期间，公司净利润在哪一年达到最大值？	2023A	2024E	2025E	2026E	D
fs	1202	data/figure/fs/2024-04-28--有色金属-华峰铝业-2023年年报及2024年一季报点评：乘新能源行业东风，龙头客户与规模优势形成良性循环_page1_公司财务报表数据预测汇总.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	156.9 百万元	178.9 百万元	192.9 百万元	211.9 百万元	B
fs	1203	data/figure/fs/2024-04-28--酿酒行业-古井贡酒-业绩高增符合预期，势能仍亮眼_page1_no_caption.jpg	2026E 年资产总计与 2023 年资产总计相比，净增长了多少？	19,244 百万元	18,822 百万元	19,542 百万元	18,722 百万元	A
fs	1204	data/figure/fs/2024-04-27--医疗器械-迈克生物-流水线装机表现亮眼，看好后续试剂上量_page1_no_caption.jpg	2024E 年与 2022 年相比，存货增长了多少？	7.50%	10.30%	15.60%	20.80%	B
fs	1205	data/figure/fs/2024-04-26--工程机械-长盛轴承-基本盘经营稳健，新领域成长潜力大_page2_附表财务预测与估值.jpg	2024E 年与 2022 年相比，营业收入增长了多少百分比？	15.60%	20.30%	25.80%	30.90%	B
fs	1206	data/figure/fs/2024-04-25--家电行业-亿田智能-2023年报点评：直营收入增长较快，业绩有所承压_page3_财务预测与估值.jpg	2024E 年流动资产合计与固定资产合计的差值是多少？	1378 百万元	1416 百万元	1454 百万元	1492 百万元	A
